pool,ablation,mode,top_k,context,n_videos,mean_recall,mean_precision,mean_f1,mean_compression
mean,select_mode,peak,3,1,140,0.40310413877700296,0.2991101732433562,0.29667069842551763,0.2568970490761851
mean,select_mode,topk,3,1,140,0.3192678163901048,0.30275104195982183,0.2683633833598408,0.2033040209513198
mean,select_mode,threshold,3,1,140,0.5945863677658467,0.2081382086996155,0.2623947219445466,0.519308989733378
mean,top_k,topk,1,1,140,0.1405523151495386,0.27655308717255195,0.16170821046218173,0.09306909312315993
mean,top_k,topk,2,1,140,0.22105322798038973,0.2730148596990491,0.2069006614286061,0.14730890099959193
mean,top_k,topk,3,1,140,0.3192678163901048,0.30275104195982183,0.2683633833598408,0.2033040209513198
mean,top_k,topk,5,1,140,0.45363974213278685,0.2947113171588572,0.3083578783061991,0.2961390002515183
mean,context,peak,3,0,140,0.16027611248718268,0.3138678727112252,0.18472935984234307,0.09377820376097534
mean,context,peak,3,1,140,0.40310413877700296,0.2991101732433562,0.29667069842551763,0.2568970490761851
mean,context,peak,3,2,140,0.5462150896799485,0.2917867149782299,0.32918557124754094,0.36980504322587254
max,select_mode,peak,3,1,140,0.4140878389392873,0.29630829528385844,0.29900163447630107,0.2568998989331928
max,select_mode,topk,3,1,140,0.3603804866861763,0.30323143875009007,0.2770650797047664,0.2152968905894206
max,select_mode,threshold,3,1,140,0.6877994062860145,0.20525562088855545,0.2715957848715001,0.6213119422489706
max,top_k,topk,1,1,140,0.15872433244844134,0.28767648947109614,0.18032248894861688,0.092834963039423
max,top_k,topk,2,1,140,0.2572493845769855,0.3036253354292852,0.2380352900491361,0.1551109170933335
max,top_k,topk,3,1,140,0.3603804866861763,0.30323143875009007,0.2770650797047664,0.2152968905894206
max,top_k,topk,5,1,140,0.47624706555981583,0.2980670551332409,0.31419394712744964,0.30484471135530283
max,context,peak,3,0,140,0.16638325545158753,0.3143495377056559,0.18923632842286148,0.09376410848292055
max,context,peak,3,1,140,0.4140878389392873,0.29630829528385844,0.29900163447630107,0.2568998989331928
max,context,peak,3,2,140,0.5651800196206777,0.28611083277085675,0.3313213104320875,0.3758362915899922
