pool,ablation,mode,top_k,context,n_videos,mean_recall,mean_precision,mean_f1,mean_compression
mean,select_mode,peak,3,1,140,0.4112253052426083,0.34955762303510246,0.32867707190253576,0.2419368457244631
mean,select_mode,topk,3,1,140,0.34637764976810703,0.35958121680809857,0.3034376624828728,0.19930340828334206
mean,select_mode,threshold,3,1,140,0.6954416424063428,0.21206066993343908,0.2852253638047374,0.5960295451746452
mean,top_k,topk,1,1,140,0.1775095022208076,0.3678770968922257,0.20727402825346897,0.09372273328208952
mean,top_k,topk,2,1,140,0.26354460550952036,0.354642003694665,0.2600411370779883,0.15064537258757862
mean,top_k,topk,3,1,140,0.34637764976810703,0.35958121680809857,0.3034376624828728,0.19930340828334206
mean,top_k,topk,5,1,140,0.4407287984394427,0.34456265069862374,0.33632810850511385,0.27269584027257737
mean,context,peak,3,0,140,0.17124112377255482,0.361599844740017,0.20110039675146904,0.09373901516197211
mean,context,peak,3,1,140,0.4112253052426083,0.34955762303510246,0.32867707190253576,0.2419368457244631
mean,context,peak,3,2,140,0.5476733358775684,0.3354621613831188,0.36123557695359126,0.33180289360468973
max,select_mode,peak,3,1,140,0.4254464308407142,0.34136791731487565,0.3267152350067034,0.24395449802467972
max,select_mode,topk,3,1,140,0.35123609401198735,0.3503937614109682,0.2996162652862916,0.20111553418626846
max,select_mode,threshold,3,1,140,0.7801261520376812,0.22016213713921065,0.3004668040046379,0.6777144245387215
max,top_k,topk,1,1,140,0.1954759754574401,0.37651433806953494,0.22453460043652196,0.09375752567030951
max,top_k,topk,2,1,140,0.28700832482883404,0.36398352606208023,0.27183807601324056,0.15309698407984348
max,top_k,topk,3,1,140,0.35123609401198735,0.3503937614109682,0.2996162652862916,0.20111553418626846
max,top_k,topk,5,1,140,0.4772834954503348,0.337030523934884,0.33884723869682803,0.2807782258269484
max,context,peak,3,0,140,0.1732237681254752,0.35133009738982496,0.20047263271766452,0.0937105802105582
max,context,peak,3,1,140,0.4254464308407142,0.34136791731487565,0.3267152350067034,0.24395449802467972
max,context,peak,3,2,140,0.5618843106717621,0.3280837047927939,0.35841591931178624,0.3374428497239605
